Date,Region,Place,Trigger,Weak Layer,Depth_inches,Width_inches,Vertical_inches,Aspect,Elevation_feet
3/4/2012,Salt Lake,Meadows,Natural,Unknown,24.0,1200.0,6000.0,East,9000.0
3/5/2012,Logan,Ham Hollow,Natural,Unknown,24.0,8400.0,24000.0,Southeast,8800.0
3/2/2012,Logan,Naomi Trail,Unknown,Depth Hoar,48.0,840.0,2400.0,East,8400.0
3/5/2012,Salt Lake,Pinecone Ridge,Natural,New Snow/Old Snow Interface,12.0,2400.0,3600.0,East,9500.0
3/4/2012,Logan,"Providence Peak, East Face",Unknown,Unknown,24.0,3600.0,6000.0,East,9500.0
3/4/2012,Uintas,Uintas,Snowmobiler,Surface Hoar,24.0,1500.0,1800.0,Northeast,10000.0
3/4/2012,Ogden,James Peak,Natural,Facets,42.0,2400.0,5400.0,Southeast,8800.0
3/4/2012,Salt Lake,Butler Basin,Natural,Unknown,20.0,960.0,1800.0,Northeast,9400.0
3/8/2012,Logan,Logan Peak,Snowmobiler,Depth Hoar,30.0,600.0,3000.0,East,9300.0
3/8/2012,Skyline,Skyline,Natural,Depth Hoar,14.0,420.0,240.0,Northeast,8800.0
3/8/2012,Uintas,Whitney Basin,Snowmobiler,Facets,24.0,1800.0,3000.0,Northeast,9800.0
3/9/2012,Salt Lake,Holy Toledo,Natural,Unknown,24.0,3000.0,8400.0,West,10100.0
3/12/2012,Salt Lake,Canyons side country,Natural,Unknown,10.0,420.0,2400.0,South,9600.0
3/8/2012,Logan,Double Top Mountain or Gunsight Peak,Snowmobiler,Unknown,48.0,7200.0,5400.0,Northeast,9400.0
3/15/2012,Logan,South Hollow,Natural,Depth Hoar,36.0,2400.0,3600.0,East,8600.0
3/19/2012,Logan,Bobcat,Skier,New Snow/Old Snow Interface,12.0,600.0,2100.0,Northeast,8000.0
3/19/2012,Salt Lake,Gods Lawnmower,Skier,Depth Hoar,36.0,4200.0,21000.0,North,10200.0
3/20/2012,Salt Lake,Wall of Voodoo,Skier,Unknown,36.0,840.0,7200.0,Northeast,9400.0
3/31/2012,Skyline,Skyline,Snowmobiler,Depth Hoar,42.0,600.0,3600.0,East,10300.0
4/2/2012,Ogden,South of Snowbasin,Natural,Surface Hoar,20.0,1200.0,7200.0,Northeast,8500.0
4/13/2012,Salt Lake,Squaretop,Unknown,New Snow,8.0,960.0,4800.0,East,9700.0
4/13/2012,Logan,Old Logway Canyon,Natural,New Snow/Old Snow Interface,10.0,540.0,7200.0,East,8600.0
4/15/2012,Salt Lake,Scotts Bowl,Skier,New Snow/Old Snow Interface,10.0,3600.0,6000.0,Northeast,10100.0
4/16/2012,Logan,Old Logway Canyon,Skier,New Snow/Old Snow Interface,6.0,480.0,5400.0,Northeast,8600.0
4/17/2012,Provo,American Fork,Unknown,Unknown,12.0,1500.0,4800.0,Northeast,9000.0
4/21/2012,Uintas,Uintas,Natural,Density Change,24.0,12000.0,12000.0,Northeast,11500.0
4/29/2012,Logan,"Miller Bowl, East",Skier,New Snow/Old Snow Interface,6.0,360.0,5400.0,North,8700.0
5/3/2012,Provo,Cascade Ridge,Unknown,Unknown,24.0,2400.0,10800.0,Northeast,10200.0
10/29/2013,Salt Lake,Collins Gulch,Skier,Facets,10.0,720.0,3600.0,North,10100.0
10/29/2013,Salt Lake,Collins Gulch,Skier,Facets,10.0,360.0,3000.0,North,10000.0
10/29/2013,Salt Lake,Pioneer Bowl,Natural,Facets,12.0,6000.0,4800.0,Northwest,10100.0
11/6/2013,Salt Lake,Mt Baldy,Skier,Facets,24.0,2400.0,10800.0,North,10600.0
11/16/2013,Salt Lake,Rocky Point,Skier,New Snow,8.0,720.0,3600.0,Northeast,10400.0
11/17/2013,Salt Lake,Sunset Peak,Skier,Depth Hoar,24.0,540.0,1200.0,North,10400.0
11/17/2013,Salt Lake,Patsy Marly,Skier,Ground Interface,48.0,720.0,1200.0,North,10000.0
11/17/2013,Salt Lake,Twin Lakes Pass,Skier,Facets,2.0,300.0,2400.0,Northeast,10200.0
11/16/2013,Provo,Cascade Ridge,Natural,Depth Hoar,12.0,2400.0,12000.0,East,10600.0
11/17/2013,Uintas,Hoyt Peak,Snowmobiler,Depth Hoar,24.0,4800.0,3600.0,Northeast,10000.0
11/22/2013,Skyline,Wedding Ring Ridge,Natural,Facets,14.0,1500.0,720.0,North,10100.0
11/22/2013,Uintas,Wolf Creek Pass,Skier,Depth Hoar,30.0,2400.0,1800.0,Northwest,9700.0
11/23/2013,Skyline,Wedding Ring Ridge,Natural,Facets,30.0,960.0,720.0,Northwest,10000.0
11/24/2013,Salt Lake,Davenport Hill,Unknown,Facets,18.0,720.0,6000.0,North,10000.0
11/23/2013,Moab,The Funnel,Natural,Depth Hoar,30.0,4200.0,15000.0,Northwest,11300.0
12/3/2013,Salt Lake,Park City Ski Resort,Skier,New Snow/Old Snow Interface,8.0,720.0,240.0,North,9600.0
12/3/2013,Salt Lake,Park City Ridgeline,Skier,Facets,16.0,960.0,1800.0,Northeast,9400.0
12/3/2013,Salt Lake,Evergreen Ridge,Skier,New Snow/Old Snow Interface,12.0,720.0,3000.0,Northeast,9200.0
12/3/2013,Salt Lake,Dog Lake area,Skier,Density Change,4.0,420.0,3600.0,Northeast,9700.0
12/3/2013,Salt Lake,Evergreen Ridge,Skier,New Snow/Old Snow Interface,12.0,1200.0,4800.0,Northwest,9800.0
12/3/2013,Salt Lake,Salt Lake,Snow Bike,Ground Interface,6.0,300.0,360.0,Southwest,5100.0
12/3/2013,Salt Lake,10420,Natural,Density Change,4.0,4800.0,4800.0,Northeast,10200.0
12/4/2013,Salt Lake,10420,Skier,Facets,24.0,720.0,9600.0,Northeast,10000.0
12/4/2013,Salt Lake,Scotts Peak,Natural,New Snow/Old Snow Interface,16.0,1200.0,4800.0,Northeast,9800.0
12/3/2013,Uintas,Upper Weber Canyon,Natural,Depth Hoar,36.0,2400.0,3600.0,Northeast,10300.0
12/5/2013,Salt Lake,West Monitor,Skier,Density Change,6.0,300.0,480.0,North,9500.0
12/5/2013,Salt Lake,Rocky Point,Skier,Density Change,8.0,960.0,2100.0,Northeast,10400.0
12/7/2013,Salt Lake,East Bowl,Skier,Density Change,6.0,1200.0,4800.0,Northwest,10000.0
12/7/2013,Salt Lake,Cardiff Bowl,Skier,Density Change,6.0,240.0,3000.0,Southeast,10000.0
12/7/2013,Salt Lake,Butler Basin,Natural,Unknown,8.0,6000.0,5400.0,Northeast,10100.0
12/8/2013,Salt Lake,Corner Chute,Skier,Depth Hoar,24.0,480.0,2400.0,Northwest,9900.0
12/8/2013,Salt Lake,Davenport Hill,Snowboarder,Facets,36.0,720.0,1800.0,Northwest,10000.0
12/7/2013,Moab,Talking Mountain,Natural,New Snow/Old Snow Interface,30.0,2400.0,7200.0,Northwest,11900.0
12/7/2013,Moab,Moab,Natural,New Snow/Old Snow Interface,30.0,1800.0,5400.0,Northeast,11900.0
12/7/2013,Moab,Moab,Natural,New Snow/Old Snow Interface,36.0,4200.0,7200.0,Northeast,12000.0
12/8/2013,Salt Lake,White Pine,Skier,Facets,18.0,1080.0,4800.0,West,9900.0
12/8/2013,Salt Lake,Days Fork,Skier,New Snow/Old Snow Interface,15.0,240.0,4800.0,North,10100.0
12/9/2013,Salt Lake,Grizzly Gulch,Skier,Facets,24.0,1800.0,1200.0,North,9200.0
12/8/2013,Salt Lake,Pioneer Ridge,Unknown,New Snow/Old Snow Interface,12.0,1500.0,2400.0,Northeast,9800.0
12/8/2013,Salt Lake,Sunset Peak,Natural,New Snow/Old Snow Interface,13.0,1500.0,1800.0,East,10400.0
12/9/2013,Salt Lake,Upper Days,Skier,Facets,2.0,600.0,3600.0,Northeast,10000.0
12/9/2013,Uintas,Mirror Lake Highway,Natural,Facets,30.0,1800.0,3600.0,North,10500.0
12/8/2013,Uintas,Whitney Basin,Snowmobiler,Facets,24.0,1500.0,3000.0,Northeast,10300.0
12/9/2013,Uintas,Currant Creek Peak,Natural,Depth Hoar,30.0,3000.0,3600.0,Southeast,10600.0
12/11/2013,Uintas,Currant Creek Peak,Skier,Facets,24.0,1200.0,1500.0,Northeast,10100.0
12/14/2013,Salt Lake,Silver Fork,Skier,Facets,12.0,240.0,1200.0,Northwest,9800.0
12/15/2013,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,30.0,1800.0,2400.0,Northeast,9800.0
12/19/2013,Salt Lake,Davenport Hill,Skier,Facets,12.0,1800.0,6000.0,Northwest,10000.0
12/21/2013,Salt Lake,Patsy Marly,Skier,Unknown,24.0,1500.0,1200.0,North,9700.0
12/21/2013,Uintas,Gold Hill,Skier,Facets,30.0,2100.0,1200.0,Northeast,10300.0
12/20/2013,Uintas,Lake Creek,Snowmobiler,Facets,60.0,2400.0,1500.0,North,9700.0
12/22/2013,Uintas,Smith-Moorehouse,Natural,Facets,24.0,720.0,1800.0,East,9400.0
12/24/2013,Logan,Steep Hollow,Natural,Facets,24.0,1500.0,3000.0,North,9000.0
12/24/2013,Uintas,Moffit Basin,Snowmobiler,Facets,36.0,4200.0,2400.0,Northeast,10300.0
12/24/2013,Logan,Cornice Ridge,Natural,Facets,36.0,18000.0,9600.0,Northeast,9600.0
12/25/2013,Salt Lake,Hide A Way Park,Skier,Facets,18.0,600.0,7200.0,Northwest,10000.0
12/19/2013,Provo,Cascade Ridge,Natural,Depth Hoar,20.0,840.0,18000.0,East,10600.0
12/19/2013,Provo,Cascade Ridge,Natural,Depth Hoar,20.0,600.0,8400.0,Northeast,10400.0
12/21/2013,Skyline,Skyline Summit,Natural,New Snow,24.0,1200.0,960.0,Northeast,9800.0
12/27/2013,Uintas,Whitney Basin,Snowmobiler,Facets,48.0,4200.0,7200.0,Northeast,10300.0
12/27/2013,Uintas,Whitney Basin,Snowmobiler,Facets,30.0,600.0,960.0,Northeast,10000.0
12/25/2013,Uintas,Moffit Basin,Snowmobiler,Depth Hoar,36.0,4800.0,4800.0,Northeast,9900.0
1/9/2014,Salt Lake,Butler Fork,Natural,Facets,12.0,480.0,600.0,East,9000.0
1/11/2014,Provo,Shingle Mill Canyon,Skier,Facets,18.0,2400.0,24000.0,East,9100.0
1/11/2014,SE Idaho,"Middle Fork, St. Charles Canyon",Snowmobiler,Depth Hoar,48.0,6000.0,7200.0,East,9200.0
1/11/2014,Logan,"Providence Peak, East Face",Natural,Facets,48.0,4800.0,8400.0,East,9500.0
1/12/2014,Salt Lake,Mineral Fork,Skier,Depth Hoar,42.0,960.0,3600.0,Northeast,8900.0
1/12/2014,Logan,Beaver Canyon,Natural,Facets,12.0,960.0,720.0,West,6800.0
1/12/2014,Uintas,Smith-Moorehouse,Skier,Facets,36.0,1200.0,9600.0,East,9400.0
1/12/2014,Moab,Moab,Skier,Facets,6.0,240.0,6000.0,East,10900.0
1/10/2014,Moab,Tukno NE Face,Natural,New Snow,10.0,480.0,4800.0,Northeast,11200.0
1/13/2014,Logan,White Pine Knob,Skier,Facets,48.0,600.0,1800.0,East,8700.0
1/13/2014,Logan,Logan Peak,Snowmobiler,Depth Hoar,48.0,18000.0,9600.0,East,9600.0
1/13/2014,Logan,Spring Hollow,Natural,Facets,36.0,18000.0,8400.0,East,9300.0
1/13/2014,Logan,South Hollow,Snowmobiler,Facets,36.0,7200.0,10800.0,East,8900.0
1/13/2014,Logan,South Hollow,Snowmobiler,Facets,36.0,3600.0,4800.0,East,8800.0
1/14/2014,Ogden,Farmington Canyon,Snowmobiler,Facets,48.0,1200.0,3600.0,East,10000.0
1/13/2014,Uintas,Chalk Creek,Natural,Depth Hoar,48.0,6000.0,12000.0,Northeast,10400.0
1/13/2014,Uintas,Mirror Lake Highway,Natural,Facets,42.0,1200.0,9600.0,East,11900.0
1/13/2014,Uintas,Weber Canyon,Natural,Ground Interface,60.0,30000.0,15000.0,East,10500.0
1/15/2014,Uintas,Upper Weber Canyon,Explosive,Facets,120.0,7200.0,15000.0,East,10300.0
1/12/2014,Skyline,Big Horseshoe,Natural,Facets,24.0,2400.0,7200.0,East,10800.0
1/13/2014,Skyline,Monster,Snowmobiler,Facets,48.0,3600.0,2400.0,Northeast,10400.0
1/13/2014,Logan,Rock Bowl,Unknown,Facets,36.0,4200.0,8400.0,East,9200.0
1/13/2014,Logan,Tony Grove Lake,Natural,Facets,36.0,3600.0,2100.0,East,8300.0
1/13/2014,Uintas,Whitney Basin,Natural,Depth Hoar,54.0,8400.0,9600.0,East,10400.0
1/12/2014,Skyline,Blue Slide Fork,Natural,Facets,24.0,2400.0,4800.0,North,10100.0
1/12/2014,Skyline,Wedding Ring Ridge,Natural,Facets,48.0,8400.0,3000.0,East,9800.0
1/18/2014,Salt Lake,No No Name,Snowmobiler,Facets,36.0,960.0,1200.0,Southeast,9600.0
1/17/2014,SE Idaho,Bloomington Lake,Snowmobiler,Facets,48.0,3600.0,12000.0,East,9000.0
1/13/2014,SE Idaho,State Line Bowl,Natural,Facets,30.0,18000.0,6000.0,East,8700.0
1/14/2014,Uintas,Co-op Creek,Natural,Ground Interface,30.0,4800.0,7200.0,East,10000.0
1/20/2014,Salt Lake,Raymond Slabs,Natural,Facets,42.0,1500.0,9600.0,Northeast,9800.0
1/18/2014,Uintas,Currant Creek Peak,Snowmobiler,Ground Interface,48.0,2400.0,2400.0,Northeast,10200.0
1/15/2014,Uintas,Chalk Creek,Natural,Depth Hoar,48.0,4800.0,9600.0,Northeast,10600.0
1/18/2014,Uintas,Nobletts,Snowmobiler,Ground Interface,30.0,600.0,960.0,Northeast,9600.0
1/17/2014,Uintas,Coalville,Natural,Facets,30.0,4200.0,44843.80926308335,East,1348.2153664813643
1/20/2014,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,144.0,4800.0,9600.0,East,10500.0
1/20/2014,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,48.0,2400.0,7200.0,East,10800.0
1/20/2014,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,24.0,960.0,2100.0,Northeast,10000.0
1/22/2014,Skyline,Wedding Ring Ridge,Natural,Facets,60.0,600.0,1800.0,Northeast,9600.0
1/20/2014,Uintas,Moffit Basin,Snowmobiler,Depth Hoar,96.0,3600.0,9600.0,East,10900.0
1/11/2014,Salt Lake,Mill A,Natural,Facets,16.0,1800.0,10800.0,East,10200.0
1/12/2014,Salt Lake,Catherines,Unknown,Unknown,24.0,2400.0,3000.0,Northwest,10100.0
1/30/2014,Salt Lake,No Name Bowl,Skier,Facets,11.0,960.0,8400.0,Northeast,9200.0
1/30/2014,Salt Lake,Chicken Sh#! Ridge,Skier,Facets,12.0,360.0,1200.0,East,9300.0
1/30/2014,Logan,Temple Fork Junction,Natural,Ground Interface,12.0,720.0,8400.0,Northwest,7000.0
1/31/2014,Salt Lake,Emma Ridges,Skier,Density Change,10.0,360.0,4200.0,South,9700.0
1/31/2014,Salt Lake,Sound of Music,Skier,New Snow/Old Snow Interface,8.0,2400.0,3600.0,East,9000.0
1/30/2014,Uintas,Chalk Creek,Natural,New Snow/Old Snow Interface,12.0,2400.0,1500.0,Northeast,9600.0
2/1/2014,Provo,Chablis,Natural,New Snow,10.0,300.0,4800.0,Northeast,10000.0
2/6/2014,Salt Lake,Monte Cristo,Skier,Unknown,10.0,480.0,1800.0,Northeast,10700.0
2/5/2014,Salt Lake,Lake Peak,Skier,Unknown,6.0,240.0,2400.0,Northeast,10300.0
2/8/2014,Salt Lake,Red Rocks Chutes,Skier,New Snow/Old Snow Interface,24.0,4200.0,7200.0,East,9500.0
2/8/2014,Provo,Tibble Fork,Snowshoer,New Snow/Old Snow Interface,18.0,3000.0,1500.0,Northeast,6400.0
2/8/2014,Salt Lake,Summit Park,Skier,New Snow/Old Snow Interface,14.0,960.0,1200.0,Northeast,8100.0
2/8/2014,Skyline,Electric Lake,Natural,Facets,36.0,3000.0,9600.0,North,9400.0
2/8/2014,Salt Lake,Doughnut Falls,Natural,New Snow/Old Snow Interface,8.0,480.0,1200.0,West,7800.0
2/4/2014,Moab,Moab,Natural,Surface Hoar,24.0,600.0,1200.0,Northeast,10500.0
2/8/2014,Salt Lake,Lookout Peak,Skier,New Snow/Old Snow Interface,24.0,1500.0,9600.0,North,8500.0
2/9/2014,Skyline,Huntington Reservior,Snowmobiler,Facets,48.0,3600.0,2100.0,Northeast,9600.0
2/9/2014,Salt Lake,South Squaretop,Skier,Facets,24.0,960.0,1800.0,East,9000.0
2/10/2014,Skyline,Eccles Canyon,Natural,New Snow/Old Snow Interface,36.0,30000.0,1200.0,North,8700.0
2/10/2014,Salt Lake,Grizzly Gulch,Snowboarder,Density Change,6.0,360.0,480.0,Southwest,10200.0
2/10/2014,Salt Lake,West Monitor,Skier,Depth Hoar,72.0,12000.0,12000.0,Northeast,9900.0
2/10/2014,Salt Lake,Grizzly Gulch,Skier,Density Change,12.0,720.0,600.0,Southwest,10000.0
2/9/2014,Salt Lake,Little Water Peak,Natural,Graupel,16.0,1800.0,3600.0,Northeast,9600.0
2/11/2014,Salt Lake,Lake Mary,Snowboarder,Depth Hoar,48.0,720.0,960.0,Northeast,9600.0
2/11/2014,Logan,Millville Face,Snowmobiler,Depth Hoar,36.0,3600.0,3000.0,North,8600.0
2/11/2014,Uintas,Mill Hollow,Natural,Ground Interface,30.0,3000.0,3000.0,East,8400.0
2/11/2014,Uintas,Currant Creek Peak,Snowmobiler,Depth Hoar,54.0,18000.0,7200.0,Northeast,10500.0
2/11/2014,Salt Lake,Mineral Fork,Skier,Depth Hoar,48.0,3600.0,12000.0,Northeast,9500.0
2/9/2014,Ogden,Cutler Ridge,Unknown,Depth Hoar,48.0,1200.0,960.0,North,7800.0
2/11/2014,Salt Lake,Mars Hill,Snowmobiler,Facets,48.0,1080.0,4800.0,Northeast,9800.0
2/10/2014,Uintas,Uintas,Natural,New Snow/Old Snow Interface,36.0,3000.0,8400.0,North,9300.0
2/12/2014,Salt Lake,Lake Mary,Skier,Facets,36.0,420.0,600.0,East,9600.0
2/10/2014,Uintas,Upper Weber Canyon,Natural,Depth Hoar,36.0,3000.0,5400.0,Southwest,10600.0
2/11/2014,Uintas,Upper Weber Canyon,Natural,Ground Interface,48.0,2100.0,4200.0,Northeast,10400.0
2/10/2014,Uintas,Uintas Lake Creek Avalanche Cycle,Natural,Depth Hoar,48.0,3600.0,4200.0,Northeast,10000.0
2/13/2014,Provo,Santaquin Canyon,Snowmobiler,Facets,12.0,1200.0,600.0,Northeast,8400.0
2/13/2014,Uintas,Upper Weber Canyon,Natural,Ground Interface,120.0,6000.0,8400.0,Northeast,10400.0
2/11/2014,Logan,Providence Quarry,Snowmobiler,Facets,12.0,960.0,1800.0,West,6700.0
2/14/2014,Salt Lake,Upper Days,Natural,Facets,48.0,480.0,4800.0,Northeast,10000.0
2/13/2014,Salt Lake,Scotts Peak,Natural,Facets,24.0,2400.0,7200.0,Northeast,10000.0
2/14/2014,Salt Lake,Guild Line,Natural,Facets,42.0,1800.0,12000.0,North,9800.0
2/14/2014,Salt Lake,West Monitor,Snowboarder,Depth Hoar,36.0,480.0,12000.0,Northeast,9800.0
2/14/2014,Salt Lake,Wolverine Cirque,Natural,Depth Hoar,6.0,3600.0,7200.0,Northeast,10500.0
2/15/2014,Salt Lake,Twin Lakes Pass,Snowboarder,Depth Hoar,48.0,2400.0,9600.0,East,10000.0
2/14/2014,Provo,Loafer Mountain,Natural,Density Change,24.0,9600.0,42000.0,West,10100.0
2/15/2014,Salt Lake,Dutch Draw,Natural,New Snow/Old Snow Interface,24.0,600.0,1200.0,Northeast,10000.0
2/15/2014,Skyline,Spring Creek,Snowmobiler,Depth Hoar,60.0,18000.0,4800.0,Northeast,9900.0
2/15/2014,Logan,Beaver Mountain Backside,Unknown,Depth Hoar,30.0,4800.0,2400.0,East,7000.0
2/15/2014,Salt Lake,Flagstaff Ridge,Unknown,New Snow/Old Snow Interface,8.0,1200.0,9600.0,Southeast,9500.0
2/9/2014,Abajos,Horsehead Peak,Natural,Facets,36.0,7200.0,12000.0,Northeast,10200.0
2/8/2014,Moab,La Sal Mountains,Natural,New Snow/Old Snow Interface,24.0,5400.0,12000.0,Northeast,11300.0
2/15/2014,Uintas,Upper Weber Canyon,Explosive,Ground Interface,84.0,8400.0,18000.0,Northeast,10400.0
2/10/2014,Moab,La Sal Mountains,Natural,Facets,36.0,1200.0,4800.0,North,10000.0
2/16/2014,Provo,Trailer Court Canyon,Natural,Facets,48.0,2400.0,24000.0,Northeast,8000.0
2/13/2014,Ogden,James Peak,Natural,Depth Hoar,36.0,840.0,1800.0,Northeast,9000.0
2/16/2014,Provo,Payson Canyon,Natural,Facets,36.0,360.0,600.0,Northeast,9400.0
2/16/2014,Uintas,Whitney Basin,Natural,Ground Interface,72.0,18000.0,6000.0,Northeast,10600.0
2/16/2014,Uintas,Chalk Creek,Natural,Ground Interface,48.0,6000.0,4800.0,Northeast,10400.0
2/17/2014,Uintas,Coalville,Natural,Ground Interface,36.0,1500.0,1200.0,Northeast,9800.0
2/15/2014,Logan,Temple Fork,Natural,Facets,17.0,1200.0,4800.0,Northeast,6400.0
2/14/2014,Provo,Hobble Creek Left Fork,Natural,Facets,36.0,3600.0,720.0,Northwest,7500.0
2/15/2014,Logan,3 Terraces,Unknown,Depth Hoar,48.0,4800.0,6000.0,Northeast,9400.0
2/18/2014,Uintas,Upper Weber Canyon,Natural,Ground Interface,144.0,8400.0,18000.0,Northeast,10400.0
2/19/2014,Provo,Mt Nebo Loop Road,Unknown,New Snow/Old Snow Interface,16.0,960.0,4800.0,Northeast,8900.0
2/21/2014,Uintas,Chalk Creek,Skier,Facets,36.0,6000.0,7200.0,Northeast,10400.0
2/24/2014,Logan,"Mt. Magog, South Ridge",Natural,New Snow/Old Snow Interface,18.0,960.0,3600.0,East,9200.0
2/22/2014,Uintas,Chalk Creek,Natural,Ground Interface,144.0,3000.0,4800.0,Northeast,10600.0
2/23/2014,Uintas,Millcreek,Snowmobiler,Facets,36.0,2400.0,2100.0,East,10600.0
2/25/2014,Uintas,Millcreek,Natural,Facets,48.0,3000.0,7200.0,Southeast,10800.0
2/27/2014,Salt Lake,Patsy Marly,Skier,Density Change,4.0,1200.0,4800.0,West,9400.0
2/21/2014,Salt Lake,Lake Desolation,Unknown,Unknown,54.0,2100.0,3600.0,Northeast,9700.0
2/28/2014,Salt Lake,Flagstaff Ridge,Skier,Density Change,12.0,1200.0,3600.0,Southeast,9700.0
2/28/2014,Salt Lake,Lacawaxan,Snowboarder,Density Change,12.0,600.0,2400.0,Northeast,10300.0
2/28/2014,Salt Lake,Lacawaxan,Snowboarder,New Snow,14.0,4200.0,15000.0,Northeast,9900.0
2/28/2014,Salt Lake,Pink Pine,Skier,New Snow/Old Snow Interface,12.0,960.0,104931.13769176854,Northeast,960.7726003552568
2/28/2014,Salt Lake,Big Cottonwood Canyon,Snowboarder,New Snow,14.0,1800.0,9600.0,Northeast,10600.0
2/28/2014,Salt Lake,Catchers Mit,Natural,New Snow/Old Snow Interface,15.0,480.0,6000.0,East,10000.0
3/1/2014,Logan,Franklin Basin,Skier,Facets,36.0,3000.0,600.0,Northeast,8100.0
3/1/2014,Salt Lake,Michigan City,Skier,Density Change,16.0,1800.0,2400.0,North,9700.0
3/1/2014,Salt Lake,Red Baldy,Natural,Facets,72.0,12000.0,10800.0,North,10600.0
3/1/2014,Moab,Moab,Natural,New Snow/Old Snow Interface,18.0,600.0,3600.0,Northeast,11000.0
3/1/2014,Salt Lake,Cardiff Fork,Natural,Depth Hoar,42.0,2400.0,6000.0,West,9900.0
3/1/2014,Uintas,Chalk Creek,Natural,Ground Interface,120.0,30000.0,12000.0,Northeast,10600.0
3/2/2014,Uintas,Upper Weber Canyon,Skier,Ground Interface,36.0,2400.0,10800.0,Southwest,10000.0
3/1/2014,Uintas,Upper Weber Canyon,Natural,Depth Hoar,36.0,3000.0,2400.0,Northeast,10600.0
3/1/2014,Uintas,Moffit Basin,Natural,Depth Hoar,36.0,1800.0,5400.0,North,10500.0
3/1/2014,Moab,Moab,Natural,Facets,48.0,9600.0,12000.0,Northeast,11200.0
3/7/2014,Provo,Shot Gun Chute,Skier,Facets,36.0,1200.0,12000.0,North,10000.0
3/1/2014,Provo,Dry Creek,Natural,Facets,72.0,7200.0,12000.0,Northeast,10000.0
3/8/2014,Salt Lake,Cardiac Bowl,Skier,Unknown,6.0,480.0,4800.0,Northeast,10500.0
3/12/2014,Salt Lake,Two Trees,Skier,New Snow,6.0,240.0,2400.0,Southeast,9200.0
3/12/2014,Logan,Miller Bowl,Snowboarder,New Snow,10.0,120.0,3600.0,North,8800.0
3/15/2014,Salt Lake,Lake Peak,Skier,New Snow/Old Snow Interface,8.0,720.0,1800.0,North,9900.0
3/27/2014,Salt Lake,Wolverine Cirque,Skier,New Snow/Old Snow Interface,12.0,600.0,3000.0,East,10400.0
3/27/2014,Salt Lake,Pioneer Ridge,Skier,Facets,10.0,600.0,1200.0,North,10200.0
3/28/2014,Salt Lake,Room of Doom,Skier,New Snow/Old Snow Interface,22.0,600.0,2400.0,Northwest,10400.0
3/27/2014,Salt Lake,Lake Peak,Natural,Unknown,10.0,2100.0,5400.0,Northeast,10500.0
3/28/2014,Salt Lake,West Desolation Ridge,Skier,Graupel,18.0,540.0,4800.0,Unknown,9700.0
3/29/2014,Salt Lake,Lake Peak,Skier,New Snow/Old Snow Interface,12.0,720.0,2400.0,North,10300.0
3/29/2014,Salt Lake,Mineral Fork,Skier,New Snow/Old Snow Interface,18.0,480.0,3600.0,North,9800.0
3/28/2014,Logan,Logan Peak-Providence Peak Ridge,Natural,Unknown,14.0,1200.0,1800.0,East,9400.0
3/28/2014,Logan,Logan Peak,Natural,Unknown,14.0,6000.0,4800.0,Northeast,9100.0
3/29/2014,Salt Lake,Banana Days,Unknown,New Snow,8.0,120.0,1800.0,Northeast,10200.0
4/1/2014,Salt Lake,Cardiff Pass,Skier,New Snow/Old Snow Interface,12.0,1200.0,1200.0,East,9400.0
4/1/2014,Salt Lake,Little Water,Skier,New Snow,6.0,360.0,4800.0,Northeast,9500.0
4/1/2014,Salt Lake,Gods Lawnmower,Skier,New Snow/Old Snow Interface,8.0,360.0,2100.0,North,9500.0
4/1/2014,Salt Lake,Wolverine Cirque,Skier,Density Change,12.0,2400.0,3000.0,Northeast,10300.0
4/1/2014,Salt Lake,Patsy Marly,Skier,Density Change,12.0,960.0,2400.0,West,9800.0
4/2/2014,Uintas,Duke Bowl,Skier,New Snow/Old Snow Interface,24.0,1200.0,2400.0,Northwest,10200.0
4/2/2014,Salt Lake,Banana Days,Skier,New Snow/Old Snow Interface,18.0,840.0,4800.0,Northeast,10300.0
4/2/2014,Ogden,Hells Canyon,Snowboarder,Unknown,9.0,1800.0,4800.0,Southeast,8100.0
4/6/2014,Logan,Lower Providence Canyon,Natural,New Snow/Old Snow Interface,6.0,720.0,6000.0,Northwest,7000.0
4/7/2014,Salt Lake,Cardiff Pass,Skier,New Snow,8.0,360.0,1200.0,East,10100.0
4/7/2014,Logan,Millville Peak,Snowboarder,New Snow/Old Snow Interface,4.0,600.0,7200.0,Northeast,9200.0
4/7/2014,Salt Lake,Pfeifferhorn,Unknown,New Snow/Old Snow Interface,10.0,1200.0,1200.0,South,11000.0
4/10/2014,Logan,Spring Hollow,Natural,New Snow/Old Snow Interface,12.0,6000.0,10800.0,Northwest,8400.0
4/11/2014,Provo,Bunnels,Natural,Wet grains,36.0,840.0,9600.0,Southeast,10600.0
4/11/2014,Salt Lake,Stairs Gulch,Natural,Ground Interface,36.0,600.0,36000.0,Northwest,9600.0
4/11/2014,Provo,Davis Canyon,Natural,Unknown,12.0,480.0,4800.0,Northeast,8900.0
4/11/2014,Salt Lake,Holy Toledo,Natural,Unknown,24.0,10800.0,10800.0,Northwest,10200.0
