Title,Handheld?,Max Players,Multiplatform?,Online?,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release?,Year,CT_All,CT_Comp,CT_MainExtra,CT_MainOnly
Haze,True,2,True,True,Action,True,Ubisoft,True,55,0.49,12.95,PlayStation 3,T,True,2008,6.92,22.77,6.0,6.92
Dissidia: Final Fantasy,True,1,True,True,Action,True,SquareEnix,True,79,0.49,17.95,Sony PSP,T,True,2008,50.0,109.47,63.67,30.0
Sid Meier's Civilization: Revolution,True,1,True,True,Strategy,True,2K,True,84,0.49,24.95,X360,T,True,2008,6.0,42.0,17.8,3.87
Wall-E,True,4,True,True,Action,True,THQ,True,51,0.48,17.95,Nintendo Wii,E,True,2008,6.72,6.0,14.0,6.72
Prince of Persia,True,1,True,True,Action,True,Ubisoft,True,85,0.48,17.95,PlayStation 3,T,True,2008,13.0,17.0,15.0,11.83
NHL 09 ,True,1,True,True,Sports,True,EA,True,88,0.48,14.95,X360,E,True,2008,20.0,40.0,-100.0,20.0
Brothers in Arms: Hell's Highway,True,1,True,True,Action,True,Ubisoft,True,76,0.47,17.95,X360,E,True,2008,8.1,15.5,9.0,8.0
Shaun White Snowboarding,True,1,True,True,Sports,True,Ubisoft,True,60,0.47,14.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
Turok,True,1,True,True,Action,True,Unknown,True,69,0.47,14.95,X360,E,True,2008,7.75,10.0,7.03,7.0
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.46,16.95,Sony PSP,E,True,2008,5.0,8.0,5.08,4.37
De Blob,True,4,True,True,Action,True,THQ,True,82,0.45,16.95,Nintendo Wii,M,True,2008,10.0,25.0,11.15,8.42
Sonic Riders: Zero Gravity,True,4,True,True,Racing / Driving,True,Sega,True,56,0.45,16.95,Nintendo Wii,T,True,2008,4.27,9.5,6.28,3.07
Rhythm Heaven,True,1,True,True,Action,True,Nintendo,True,83,0.45,24.95,Nintendo DS,T,True,2008,8.67,20.35,8.72,4.45
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,75,0.44,17.95,PlayStation 3,T,True,2008,10.03,19.0,12.0,10.0
Advance Wars: Days of Ruin,True,4,True,True,Strategy,True,Nintendo,True,86,0.43,17.95,Nintendo DS,E,True,2008,22.0,90.0,33.0,18.08
LEGO Batman: The Videogame,True,2,True,True,Action,True,Unknown,True,75,0.43,17.95,PlayStation 3,E,True,2008,15.0,29.0,16.0,9.43
Far Cry 2,True,1,True,True,Action,True,Ubisoft,True,85,0.43,19.95,PlayStation 3,T,True,2008,23.0,39.32,26.0,17.0
Harvest Moon: Island of Happiness,True,1,True,True,Simulation,True,Unknown,True,65,0.42,24.95,Nintendo DS,E,True,2008,43.0,-100.0,43.0,-100.0
Brothers in Arms: Hell's Highway,True,1,True,True,Action,True,Ubisoft,True,76,0.42,19.95,PlayStation 3,T,True,2008,8.1,15.5,9.0,8.0
Sonic Unleashed,True,1,True,True,Action,True,Sega,True,54,0.42,17.95,PlayStation 3,T,True,2008,13.0,17.35,13.25,13.0
Pinball Hall of Fame: The Williams Collection,True,1,True,True,Simulation,True,Unknown,True,82,0.41,17.95,Nintendo Wii,T,True,2008,27.5,35.0,-100.0,20.0
Sonic Unleashed,True,1,True,True,Action,True,Sega,True,60,0.41,17.95,X360,E,True,2008,13.0,17.35,13.25,13.0
Samba de Amigo,True,2,True,True,Action,True,Sega,True,68,0.4,12.95,Nintendo Wii,T,True,2008,8.0,-100.0,-100.0,8.0
?kami,True,1,True,True,Action,True,Capcom,True,90,0.39,17.95,Nintendo Wii,M,True,2008,41.5,55.1,43.8,36.83
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,Unknown,True,77,0.38,17.95,PlayStation 3,E,True,2008,13.72,24.02,15.0,10.0
MotorStorm: Pacific Rift,True,4,True,True,Action,True,Sony,True,82,0.37,29.95,PlayStation 3,T,True,2008,32.5,120.0,36.0,24.0
Tiger Woods PGA Tour 09,True,4,True,True,Sports,True,EA,True,84,0.37,19.95,X360,E,True,2008,-100.0,-100.0,-100.0,-100.0
SimCity Creator,True,1,True,True,Simulation,True,EA,True,67,0.37,24.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
Tiger Woods PGA Tour 09,True,4,True,True,Sports,True,EA,True,82,0.36,19.95,PlayStation 3,E,True,2008,-100.0,-100.0,-100.0,-100.0
Sid Meier's Civilization: Revolution,True,1,True,True,Simulation,True,2K,True,80,0.36,17.95,Nintendo DS,M,True,2008,6.0,42.0,17.8,3.87
Pure,True,1,True,True,Racing / Driving,True,Disney,True,83,0.36,17.95,PlayStation 3,M,True,2008,13.0,13.0,14.0,8.5
Turok,True,1,True,True,Action,True,Unknown,True,67,0.36,16.95,PlayStation 3,M,True,2008,7.75,10.0,7.03,7.0
Crash: Mind over Mutant,True,1,True,True,Action,True,Unknown,True,70,0.36,17.95,Nintendo Wii,E,True,2008,5.55,5.6,9.03,5.48
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,68,0.36,19.95,X360,E,True,2008,12.0,19.63,12.0,11.0
Frontlines: Fuel of War,True,1,True,True,Action,True,THQ,True,75,0.35,14.95,X360,M,True,2008,5.5,-100.0,8.02,5.25
GRID,True,1,True,True,Racing / Driving,True,Unknown,True,87,0.35,19.95,X360,E,True,2008,23.13,37.4,24.75,22.0
Too Human,True,1,True,True,Action,True,Microsoft,True,65,0.35,14.95,X360,T,True,2008,15.0,119.0,19.5,12.98
Speed Racer: The Videogame,True,2,True,True,Racing / Driving,True,Unknown,True,69,0.34,16.95,Nintendo Wii,M,True,2008,12.38,12.38,-100.0,-100.0
LEGO Indiana Jones: The Original Adventures,True,1,True,True,Action,True,Unknown,True,76,0.34,17.95,Sony PSP,E,True,2008,13.72,24.02,15.0,10.0
SEGA Bass Fishing,True,1,True,True,Sports,True,Sega,True,59,0.34,17.95,Nintendo Wii,E,True,2008,7.0,14.08,7.0,3.33
The Chronicles of Narnia: Prince Caspian,True,2,True,True,Action,True,Disney,True,63,0.33,16.95,Nintendo Wii,M,True,2008,11.65,11.65,-100.0,14.0
Iron Man,True,1,True,True,Action,True,Sega,True,56,0.33,14.95,Nintendo DS,M,True,2008,5.0,8.0,5.08,4.37
The Sims 2: Apartment Pets,True,1,True,True,Simulation,True,EA,True,50,0.33,17.95,Nintendo DS,M,True,2008,-100.0,-100.0,-100.0,-100.0
MLB 08: The Show,True,1,True,True,Sports,True,Sony,True,83,0.33,14.95,Sony PSP,M,True,2008,10.0,-100.0,-100.0,10.0
Iron Man,True,1,True,True,Action,True,Sega,True,42,0.33,17.95,PlayStation 3,T,True,2008,5.0,8.0,5.08,4.37
Madagascar: Escape 2 Africa,True,1,True,True,Action,True,Activision,True,55,0.32,17.95,Nintendo DS,T,True,2008,6.5,-100.0,7.0,6.0
GRID,True,1,True,True,Racing / Driving,True,Unknown,True,87,0.31,24.95,PlayStation 3,T,True,2008,23.13,37.4,24.75,22.0
NHL 09,True,1,True,True,Sports,True,EA,True,88,0.31,19.95,PlayStation 3,M,True,2008,20.0,40.0,-100.0,20.0
Banjo-Kazooie: Nuts & Bolts,True,1,True,True,Action,True,Microsoft,True,79,0.31,17.95,X360,E,True,2008,19.45,43.3,21.0,15.9
Hot Shots Golf: Out of Bounds,True,4,True,True,Sports,True,Sony,True,81,0.3,34.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
Rune Factory 2: A Fantasy Harvest Moon,True,1,True,True,Action,True,Unknown,True,79,0.3,17.95,Nintendo DS,T,True,2008,67.08,38.0,88.67,-100.0
SimCity Creator,True,1,True,True,Simulation,True,EA,True,69,0.3,17.95,Nintendo DS,M,True,2008,-100.0,-100.0,-100.0,-100.0
Patapon,True,1,True,True,Action,True,Sony,True,86,0.3,17.95,Sony PSP,T,True,2008,16.78,32.55,27.08,15.0
Shaun White Snowboarding,True,1,True,True,Sports,True,Ubisoft,True,63,0.3,15.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.3,17.95,Nintendo Wii,T,True,2008,5.0,8.0,5.08,4.37
Sega Superstars Tennis,True,1,True,True,Sports,True,Sega,True,65,0.29,14.95,Nintendo DS,T,True,2008,8.0,-100.0,8.58,8.0
Lost Planet: Extreme Condition,True,1,True,True,Action,True,Capcom,True,67,0.29,16.95,PlayStation 3,T,True,2008,9.0,9.7,9.4,8.48
Mirror's Edge,True,1,True,True,Action,True,EA,True,79,0.29,14.95,PlayStation 3,T,True,2008,6.33,10.0,8.0,6.0
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,46,0.29,16.95,Nintendo Wii,T,True,2008,5.22,5.22,-100.0,-100.0
Condemned 2: Bloodshot,True,1,True,True,Action,True,Sega,True,80,0.29,14.95,X360,T,True,2008,9.5,35.0,12.0,8.9
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,71,0.28,12.95,Nintendo Wii,E,True,2008,8.0,-100.0,8.58,8.0
Speed Racer: The Videogame,True,1,True,True,Racing / Driving,True,Unknown,True,75,0.28,17.95,Nintendo DS,M,True,2008,12.38,12.38,-100.0,-100.0
Viva Pi$?ata: Pocket Paradise,True,1,True,True,Simulation,True,THQ,True,82,0.28,17.95,Nintendo DS,T,True,2008,21.0,-100.0,-100.0,21.0
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,76,0.28,17.95,PlayStation 3,M,True,2008,9.75,-100.0,39.0,8.87
Iron Man,True,1,True,True,Action,True,Sega,True,45,0.28,17.95,X360,M,True,2008,5.0,8.0,5.08,4.37
Need for Speed: Undercover,True,4,True,True,Racing / Driving,True,EA,True,54,0.27,27.95,Nintendo Wii,E,True,2008,11.2,14.5,13.0,11.0
Wall-E,True,4,True,True,Action,True,THQ,True,50,0.27,14.95,X360,E,True,2008,6.72,6.0,14.0,6.72
Spectrobes: Beyond the Portals,True,1,True,True,Action,True,Disney,True,70,0.27,11.95,Nintendo DS,M,True,2008,30.25,-100.0,36.23,24.27
MX vs. ATV Untamed,True,1,True,True,Educational,True,Ubisoft,True,59,0.27,16.95,Sony PSP,T,True,2008,12.0,-100.0,-100.0,12.0
Mercenaries 2: World in Flames,True,1,True,True,Action,True,EA,True,72,0.27,15.95,PlayStation 3,E,True,2008,20.27,30.0,24.5,18.0
Infinite Undiscovery,True,1,True,True,Action,True,SquareEnix,True,68,0.27,17.95,X360,T,True,2008,26.0,150.0,40.2,22.3
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,62,0.26,14.95,X360,M,True,2008,8.25,45.17,32.93,8.05
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,69,0.26,14.95,X360,T,True,2008,7.92,-100.0,8.92,6.75
Fire Emblem: Shadow Dragon,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,81,0.25,19.95,Nintendo DS,M,True,2008,21.85,34.5,24.3,20.0
Neopets Puzzle Adventure,True,1,True,True,Adventure,True,Capcom,True,70,0.25,17.95,Nintendo DS,T,True,2008,3.0,-100.0,-100.0,3.0
Tales of Vesperia,True,1,True,True,Adventure,True,Namco,True,79,0.25,27.95,X360,M,True,2008,56.87,192.5,70.15,49.0
SingStar ABBA,True,8,True,True,Action,True,Sony,True,70,0.24,17.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
Dragon Ball Z: Burst Limit,True,2,True,True,Action,True,"Atari,Namco",True,72,0.24,17.95,X360,E,True,2008,6.0,-100.0,25.0,5.58
Apollo Justice: Ace Attorney,True,1,True,True,Adventure,True,Capcom,True,78,0.24,24.95,Nintendo DS,T,True,2008,19.93,20.0,21.03,19.7
Castlevania: Order of Ecclesia,True,1,True,True,Action,True,Konami,True,85,0.24,24.95,Nintendo DS,T,True,2008,13.33,21.6,13.98,11.0
Mega Man Star Force 2: Zerker X Ninja,True,1,True,True,Action,True,Capcom,True,55,0.24,17.95,Nintendo DS,T,True,2008,20.0,24.0,20.42,19.25
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,60,0.24,16.95,PlayStation 3,T,True,2008,7.92,-100.0,8.92,6.75
Namco Museum: Virtual Arcade,True,1,True,True,Action,True,Namco,True,63,0.24,17.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
NASCAR 09,True,1,True,True,Racing / Driving,True,EA,True,69,0.24,19.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
Turning Point: Fall of Liberty,True,1,True,True,Action,True,Unknown,True,43,0.24,7.95,X360,M,True,2008,5.0,5.22,3.22,5.0
Summer Athletics 2009,True,4,True,True,Sports,True,Unknown,True,56,0.23,19.95,Nintendo Wii,M,True,2008,-100.0,-100.0,-100.0,-100.0
Unreal Tournament III,True,2,True,True,Action,True,Midway,True,82,0.23,14.95,X360,M,True,2008,12.52,23.5,16.32,10.5
Shaun White Snowboarding,True,1,True,True,Racing / Driving,True,Ubisoft,True,63,0.23,16.95,Nintendo DS,T,True,2008,-100.0,-100.0,-100.0,-100.0
Dark Sector,True,1,True,True,Action,True,Unknown,True,72,0.23,14.95,PlayStation 3,T,True,2008,8.57,21.0,10.0,8.3
The Last Remnant,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,66,0.23,14.95,X360,T,True,2008,75.0,150.0,75.0,63.0
Dragon Ball Z: Burst Limit,True,2,True,True,Action,True,"Atari,Namco",True,71,0.22,19.95,PlayStation 3,M,True,2008,6.0,-100.0,25.0,5.58
NASCAR 09,True,1,True,True,Racing / Driving,True,EA,True,65,0.22,22.95,PlayStation 3,E,True,2008,-100.0,-100.0,-100.0,-100.0
Turning Point: Fall of Liberty,True,1,True,True,Action,True,Unknown,True,42,0.22,7.95,PlayStation 3,T,True,2008,5.0,5.22,3.22,5.0
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,70,0.22,24.95,Nintendo Wii,E,True,2008,12.0,-100.0,-100.0,12.0
Crash: Mind over Mutant,True,1,True,True,Action,True,Unknown,True,60,0.22,24.95,X360,M,True,2008,5.55,5.6,9.03,5.48
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.22,17.95,X360,E,True,2008,5.22,5.22,-100.0,-100.0
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,70,0.22,17.95,X360,T,True,2008,9.6,12.87,10.82,9.0
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,64,0.21,12.95,PlayStation 3,M,True,2008,8.25,45.17,32.93,8.05
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.21,16.95,PlayStation 3,T,True,2008,5.22,5.22,-100.0,-100.0
Kung Fu Panda,True,1,True,True,Action,True,Activision,True,76,0.21,19.95,PlayStation 3,M,True,2008,5.0,13.5,7.0,5.0
Dark Sector,True,1,True,True,Action,True,Unknown,True,72,0.21,13.95,X360,M,True,2008,8.57,21.0,10.0,8.3
Tales of Symphonia: Dawn of the New World,True,4,True,True,Role-Playing (RPG),True,Namco,True,68,0.2,24.95,Nintendo Wii,T,True,2008,36.77,100.03,42.0,32.5
Valkyrie Profile: Covenant of the Plume,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,74,0.2,24.95,Nintendo DS,M,True,2008,18.75,50.25,32.05,15.9
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,67,0.2,24.95,PlayStation 3,E,True,2008,12.0,19.63,12.0,11.0
TV Show King,True,4,True,True,Strategy,True,Unknown,True,65,0.19,17.95,Nintendo Wii,T,True,2008,30.0,30.0,-100.0,-100.0
AC/DC Live: Rock Band - Track Pack,True,4,True,True,Action,True,Unknown,True,63,0.19,14.95,X360,M,True,2008,3.93,-100.0,-100.0,3.93
The Chronicles of Narnia: Prince Caspian,True,1,True,True,Role-Playing (RPG),True,Disney,True,54,0.19,10.95,Nintendo DS,M,True,2008,11.65,11.65,-100.0,14.0
Hot Shots Golf: Open Tee 2,True,1,True,True,Sports,True,Sony,True,82,0.19,14.95,Sony PSP,E,True,2008,-100.0,-100.0,-100.0,-100.0
AC/DC Live: Rock Band - Track Pack,True,1,True,True,Action,True,Unknown,True,60,0.19,14.95,PlayStation 3,E,True,2008,3.93,-100.0,-100.0,3.93
Harvest Moon: Magical Melody,True,4,True,True,Role-Playing (RPG),True,Unknown,True,69,0.18,23.95,Nintendo Wii,T,True,2008,30.37,-100.0,45.0,30.0
Dynasty Warriors 6,True,2,True,True,Action,True,Unknown,True,59,0.18,24.95,PlayStation 3,M,True,2008,17.0,-100.0,46.0,15.75
Order Up!,True,1,True,True,Action,True,Unknown,True,76,0.18,17.95,Nintendo Wii,T,True,2008,6.0,-100.0,7.92,6.0
NBA Ballers: Chosen One,True,4,True,True,Sports,True,Midway,True,55,0.17,9.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
Age of Empires: Mythologies,True,1,True,True,Strategy,True,THQ,True,78,0.17,17.95,Nintendo DS,T,True,2008,16.6,13.2,20.0,-100.0
LocoRoco 2,True,1,True,True,Action,True,Sony,True,85,0.17,11.95,Sony PSP,M,True,2008,7.3,110.2,9.0,7.0
Star Ocean: First Departure,True,1,True,True,Action,True,SquareEnix,True,74,0.17,17.95,Sony PSP,T,True,2008,21.52,44.58,24.68,20.5
Lost: Via Domus,True,1,True,True,Action,True,Ubisoft,True,54,0.17,16.95,PlayStation 3,T,True,2008,5.63,6.0,5.33,5.37
Tetris Party,True,4,True,True,Strategy,True,Unknown,True,75,0.16,24.95,Nintendo Wii,T,True,2008,2.0,-100.0,-100.0,2.0
Bully: Scholarship Edition,True,2,True,True,Action,True,Rockstar,True,83,0.16,17.95,Nintendo Wii,E,True,2008,17.35,26.0,18.0,13.2
The Spiderwick Chronicles,True,2,True,True,Action,True,Unknown,True,62,0.16,16.95,Nintendo Wii,M,True,2008,5.0,-100.0,8.0,4.0
Dynasty Warriors 6,True,2,True,True,Action,True,Unknown,True,60,0.16,24.95,X360,M,True,2008,17.0,-100.0,46.0,15.75
Facebreaker,True,2,True,True,Sports,True,EA,True,54,0.16,12.95,X360,M,True,2008,-100.0,-100.0,-100.0,-100.0
Ninja Gaiden: Dragon Sword,True,1,True,True,Action,True,Unknown,True,83,0.16,12.95,Nintendo DS,E,True,2008,5.38,-100.0,6.35,5.33
Condemned 2: Bloodshot,True,1,True,True,Action,True,Sega,True,82,0.16,14.95,PlayStation 3,T,True,2008,9.5,35.0,12.0,8.9
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,71,0.16,17.95,PlayStation 3,E,True,2008,9.6,12.87,10.82,9.0
Command & Conquer: Red Alert 3,True,1,True,True,Strategy,True,EA,True,77,0.16,14.95,X360,T,True,2008,11.37,43.35,19.45,10.5
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,68,0.16,14.95,X360,M,True,2008,16.0,22.0,16.43,12.0
Beijing 2008,True,4,True,True,Sports,True,Sega,True,60,0.15,14.95,X360,T,True,2008,5.5,-100.0,5.5,-100.0
Don King Presents: Prizefighter,True,2,True,True,Sports,True,2K,True,56,0.15,14.95,X360,M,True,2008,12.85,-100.0,12.85,-100.0
Bomberman,True,1,True,True,Action,True,Unknown,True,73,0.15,12.95,Sony PSP,M,True,2008,3.2,-100.0,-100.0,3.2
Ferrari Challenge Trofeo Pirelli,True,1,True,True,Racing / Driving,True,Unknown,True,71,0.15,17.95,PlayStation 3,E,True,2008,32.0,48.0,-100.0,16.0
Command & Conquer 3: Kane's Wrath,True,1,True,True,Strategy,True,EA,True,75,0.15,17.95,X360,M,True,2008,9.5,-100.0,11.53,8.1
Lost: Via Domus,True,1,True,True,Action,True,Ubisoft,True,55,0.15,17.95,X360,M,True,2008,5.63,6.0,5.33,5.37
NHL 2K9 ,True,1,True,True,Sports,True,2K,True,69,0.15,14.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
Eternal Sonata,True,2,True,True,Role-Playing (RPG),True,Namco,True,80,0.14,24.95,PlayStation 3,M,True,2008,33.7,60.77,39.45,30.0
Viva Pi$?ata: Trouble in Paradise,True,2,True,True,Racing / Driving,True,Microsoft,True,82,0.14,17.95,X360,T,True,2008,20.87,18.77,20.0,70.0
FlatOut: Head On,True,1,True,True,Racing / Driving,True,Unknown,True,74,0.14,9.95,Sony PSP,E,True,2008,23.0,40.8,24.0,14.5
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,65,0.14,16.95,PlayStation 3,M,True,2008,16.0,22.0,16.43,12.0
Neopets Puzzle Adventure,True,1,True,True,Role-Playing (RPG),True,Capcom,True,52,0.14,14.95,Nintendo Wii,E,True,2008,3.0,-100.0,-100.0,3.0
TNA iMPACT!,True,1,True,True,Sports,True,Midway,True,43,0.14,14.95,Nintendo Wii,E,True,2008,8.25,45.17,32.93,8.05
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,70,0.14,17.95,Nintendo Wii,T,True,2008,10.03,19.0,12.0,10.0
The Club,True,4,True,True,Action,True,Sega,True,76,0.13,14.95,X360,T,True,2008,4.75,20.0,8.0,4.5
The Chronicles of Narnia: Prince Caspian,True,2,True,True,Action,True,Disney,True,56,0.13,14.95,X360,M,True,2008,11.65,11.65,-100.0,14.0
Cabela's Dangerous Hunts 2009,True,1,True,True,Sports,True,Activision,True,42,0.13,19.95,X360,M,True,2008,-100.0,-100.0,-100.0,-100.0
Dark Messiah of Might and Magic: Elements,True,1,True,True,Action,True,Ubisoft,True,52,0.13,17.95,X360,T,True,2008,12.0,20.0,13.0,10.0
Fracture,True,1,True,True,Action,True,Unknown,True,63,0.13,14.95,X360,T,True,2008,7.0,-100.0,8.53,7.0
Bomberman Land,True,4,True,True,Action,True,Unknown,True,57,0.12,19.95,Nintendo Wii,T,True,2008,-100.0,-100.0,-100.0,-100.0
Nitrobike,True,4,True,True,Action,True,Ubisoft,True,49,0.12,14.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
Culdcept Saga,True,4,True,True,Strategy,True,Namco,True,75,0.12,17.95,X360,T,True,2008,47.62,-100.0,47.62,-100.0
Facebreaker,True,2,True,True,Sports,True,Unknown,True,53,0.12,14.95,PlayStation 3,E,True,2008,-100.0,-100.0,-100.0,-100.0
MLB Power Pros 2008,True,2,True,True,Sports,True,2K,True,83,0.12,22.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
Mushroom Men: The Spore Wars,True,2,True,True,Action,True,Unknown,True,72,0.12,17.95,Nintendo Wii,E,True,2008,5.95,-100.0,7.67,3.0
Dragon Quest V: Hand of the Heavenly Bride,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,84,0.12,29.95,Nintendo DS,T,True,2008,34.0,44.87,36.32,30.0
Ninjatown,True,1,True,True,Strategy,True,Unknown,True,80,0.12,19.95,Nintendo DS,T,True,2008,15.0,15.5,20.0,14.0
Super Dodgeball Brawlers,True,1,True,True,Action,True,Unknown,True,65,0.12,19.95,Nintendo DS,T,True,2008,0.68,-100.0,-100.0,0.68
Dokapon Kingdom,True,1,True,True,Role-Playing (RPG),True,Unknown,True,72,0.12,17.95,Nintendo Wii,M,True,2008,25.0,-100.0,-100.0,25.0
Alone in the Dark,True,1,True,True,Action,True,Atari,True,58,0.12,14.95,X360,M,True,2008,6.12,8.5,-100.0,6.0
NBA 09: The Inside,True,4,True,True,Sports,True,Sony,True,63,0.11,14.95,PlayStation 3,M,True,2008,-100.0,-100.0,-100.0,-100.0
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,67,0.11,16.95,PlayStation 3,M,True,2008,8.0,-100.0,8.58,8.0
Baja: Edge of Control,True,4,True,True,Racing / Driving,True,THQ,True,65,0.11,16.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
Destroy All Humans! Big Willy Unleashed,True,2,True,True,Adventure,True,THQ,True,53,0.11,17.95,Nintendo Wii,T,True,2008,4.5,-100.0,-100.0,4.5
Space Invaders Extreme,True,1,True,True,Action,True,SquareEnix,True,85,0.11,16.95,Nintendo DS,T,True,2008,-100.0,-100.0,-100.0,-100.0
Ultimate Band,True,1,True,True,Action,True,Disney,True,69,0.11,14.95,Nintendo DS,E,True,2008,-100.0,-100.0,-100.0,-100.0
The Club,True,4,True,True,Action,True,Sega,True,72,0.1,14.95,PlayStation 3,M,True,2008,4.75,20.0,8.0,4.5
Madagascar: Escape 2 Africa,True,4,True,True,Action,True,Activision,True,58,0.1,24.95,PlayStation 3,M,True,2008,6.5,-100.0,7.0,6.0
NBA Ballers: Chosen One,True,4,True,True,Sports,True,Midway,True,54,0.1,14.95,PlayStation 3,M,True,2008,-100.0,-100.0,-100.0,-100.0
Dream Pinball 3D,True,4,True,True,Simulation,True,Unknown,True,54,0.1,16.95,Nintendo Wii,M,True,2008,-100.0,-100.0,-100.0,-100.0
Madagascar: Escape 2 Africa,True,4,True,True,Action,True,Activision,True,62,0.1,19.95,X360,T,True,2008,6.5,-100.0,7.0,6.0
Pro Evolution Soccer 2008,True,2,True,True,Sports,True,Konami,True,83,0.1,17.95,Nintendo Wii,T,True,2008,70.0,78.2,35.0,-100.0
Avalon Code,True,1,True,True,Action,True,Unknown,True,71,0.1,27.95,Nintendo DS,M,True,2008,23.85,52.5,-100.0,21.97
Disgaea DS,True,1,True,True,Role-Playing (RPG),True,Unknown,True,82,0.1,24.95,Nintendo DS,M,True,2008,70.53,123.12,70.53,42.72
Guitar Rock Tour,True,1,True,True,Simulation,True,Unknown,True,60,0.1,13.95,Nintendo DS,T,True,2008,-100.0,-100.0,-100.0,-100.0
Lost in Blue 3,True,1,True,True,Role-Playing (RPG),True,Konami,True,59,0.1,17.95,Nintendo DS,M,True,2008,-100.0,-100.0,-100.0,-100.0
Syberia,True,1,True,True,Adventure,True,Unknown,True,52,0.1,23.95,Nintendo DS,T,True,2008,10.5,12.0,11.37,9.75
Afrika,True,1,True,True,Adventure,True,Sony,True,63,0.1,47.95,PlayStation 3,T,True,2008,30.43,30.87,-100.0,24.0
NFL Head Coach 09,True,1,True,True,Simulation,True,EA,True,64,0.1,14.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
NHL 2K9,True,1,True,True,Sports,True,2K,True,70,0.1,14.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
Brothers in Arms: Double Time,True,1,True,True,Action,True,Ubisoft,True,45,0.1,17.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
ObsCure: The Aftermath,True,1,True,True,Action,True,Unknown,True,53,0.1,16.95,Nintendo Wii,T,True,2008,7.33,6.5,7.33,7.77
MotoGP 08,True,1,True,True,Racing / Driving,True,Unknown,True,68,0.1,16.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
NFL Head Coach 09,True,1,True,True,Simulation,True,EA,True,67,0.1,12.95,X360,E,True,2008,-100.0,-100.0,-100.0,-100.0
NFL Tour,True,1,True,True,Action,True,EA,True,49,0.1,12.95,X360,M,True,2008,-100.0,-100.0,-100.0,-100.0
Pinball Hall of Fame: The Williams Collection,True,4,True,True,Simulation,True,Unknown,True,78,0.09,17.95,Sony PSP,T,True,2008,27.5,35.0,-100.0,20.0
Baja: Edge of Control,True,4,True,True,Racing / Driving,True,THQ,True,61,0.09,17.95,PlayStation 3,M,True,2008,-100.0,-100.0,-100.0,-100.0
NFL Tour,True,4,True,True,Action,True,EA,True,45,0.09,14.95,PlayStation 3,E,True,2008,-100.0,-100.0,-100.0,-100.0
Wall-E,True,4,True,True,Action,True,THQ,True,51,0.09,17.95,PlayStation 3,M,True,2008,6.72,6.0,14.0,6.72
Ninja Reflex,True,4,True,True,Action,True,EA,True,49,0.09,14.95,Nintendo Wii,E,True,2008,3.83,3.67,-100.0,4.0
